all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
all           0      1    2    3    4    5    6    7    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
Total  20098  19136  13   185  324  190  11   104  59   76   
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
train         0      1    2    3    4    5    6    7    8    
2      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
1      2010   1914   1    19   32   19   1    11   6    7    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
3      2010   1914   1    19   32   19   1    11   5    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
4      2010   1914   1    19   32   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
8      2010   1913   2    18   33   19   1    10   6    8    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
10     2009   1913   1    19   32   19   1    11   6    7    
9      2009   1913   2    18   32   19   2    10   6    7    
Total  18088  17222  12   166  292  171  10   93   53   69   
Total  18088  17222  12   166  292  171  10   93   53   69   
Total  18088  17222  12   166  292  171  10   93   54   68   
Total  18088  17222  12   166  292  171  10   94   53   68   
Total  18088  17222  12   167  291  171  10   94   53   68   
Total  18088  17222  12   167  291  171  10   94   53   68   
Total  18088  17223  11   167  291  171  10   94   53   68   
Total  18088  17223  11   167  291  171  10   94   53   68   
Total  18089  17223  12   166  292  171  10   93   53   69   
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
test          0      1    2    3    4    5    6    7    8    
1      2010   1914   1    19   32   19   1    11   6    7    
2      2010   1914   1    19   32   19   1    11   6    7    
3      2010   1914   1    19   32   19   1    11   5    8    
4      2010   1914   1    19   32   19   1    10   6    8    
5      2010   1914   1    18   33   19   1    10   6    8    
6      2010   1914   1    18   33   19   1    10   6    8    
7      2010   1913   2    18   33   19   1    10   6    8    
8      2010   1913   2    18   33   19   1    10   6    8    
10     2009   1913   1    19   32   19   1    11   6    7    
Total  2010   1914   1    19   32   19   1    11   6    7    
Total  2010   1914   1    19   32   19   1    11   6    7    
Total  2010   1914   1    19   32   19   1    11   5    8    
Total  2010   1914   1    19   32   19   1    10   6    8    
Total  2010   1914   1    18   33   19   1    10   6    8    
Total  2010   1914   1    18   33   19   1    10   6    8    
Total  2010   1913   2    18   33   19   1    10   6    8    
Total  2010   1913   2    18   33   19   1    10   6    8    
Total  2009   1913   1    19   32   19   1    11   6    7    
Classes             
Classes             
Classes             
Classes             
Classes             
Classes             
Classes             
Classes             
Classes             
0         17222     
0         17222     
0         17222     
0         17222     
0         17222     
0         17222     
0         17223     
0         17223     
0         17223     
1         12        
1         12        
1         12        
1         12        
1         12        
1         12        
1         11        
1         11        
1         12        
2         166       
2         166       
2         166       
2         166       
2         167       
2         167       
2         167       
2         167       
2         166       
3         292       
3         292       
3         292       
3         292       
3         291       
3         291       
3         291       
3         291       
3         292       
4         171       
4         171       
4         171       
4         171       
4         171       
4         171       
4         171       
4         171       
4         171       
5         10        
5         10        
5         10        
5         10        
5         10        
5         10        
5         10        
5         10        
5         10        
6         93        
6         93        
6         93        
6         94        
6         94        
6         94        
6         94        
6         94        
6         93        
7         53        
7         53        
7         54        
7         53        
7         53        
7         53        
7         53        
7         53        
7         53        
8         69        
8         69        
8         68        
8         68        
8         68        
8         68        
8         68        
8         68        
8         69        
Total     18088     

Total     18088     

Total     18088     

Total     18088     

Total     18088     

Total     18088     

Total     18088     

Total     18088     

Total     18089     

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

Shape: 450       

['rnd', 1, 'fold', 1, 'lvl', 'fine', 'conf', 1880, 34]
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'conf', 1883, 31]
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'conf', 1880, 34]
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'conf', 1877, 37]
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'conf', 1886, 28]
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'conf', 1881, 33]
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'conf', 1877, 36]
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'conf', 1892, 21]
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'conf', 1893, 20]
['rnd', 1, 'fold', 1, 'lvl', 'fine', 'conf', 77, 19]
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'conf', 86, 10]
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'conf', 83, 13]
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'conf', 88, 8]
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'conf', 82, 14]
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'conf', 84, 12]
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'conf', 82, 15]
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'conf', 89, 8]
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'conf', 88, 8]
['rnd', 1, 'fold', 1, 'lvl', 'fine', 'acc', 0.94477611940298512, 'f1', 0.25503355704697983]
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.145985401459854]
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.18181818181818182]
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'acc', 0.93781094527363185, 'f1', 0.11347517730496454]
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'acc', 0.94527363184079605, 'f1', 0.20289855072463769]
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.1702127659574468]
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'acc', 0.94129353233830848, 'f1', 0.20270270270270271]
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'acc', 0.94527363184079605, 'f1', 0.12698412698412698]
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'acc', 0.94624191139870584, 'f1', 0.12903225806451613]
['rnd', 1, 'fold', 1, 'lvl', 'fine', 'pr', 0.81167621529151801, 'roc', 0.81841039707419017]
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'pr', 0.75847123346306888, 'roc', 0.76968499651689293]
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'pr', 0.80767257106597656, 'roc', 0.82629092650644387]
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'pr', 0.70972450840999091, 'roc', 0.73761320097526994]
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'pr', 0.78723799537264882, 'roc', 0.78886385405781956]
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'pr', 0.768596932631471, 'roc', 0.78111938349007304]
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'pr', 0.77806322039816167, 'roc', 0.7891987001578995]
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'pr', 0.7234511719235065, 'roc', 0.74888042207144812]
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'pr', 0.75403866170610345, 'roc', 0.75718494075623022]
['rnd', 1, 'fold', 1, 'lvl', 'fine', 'rndTime', '1.15']
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'rndTime', '1.29']
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'rndTime', '1.24']
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'rndTime', '1.35']
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'rndTime', '1.44']
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'rndTime', '1.36']
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'rndTime', '1.15']
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'rndTime', '1.18']
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'rndTime', '1.29']
['rnd', 1, 'fold', 1, 'lvl', 'fine', 'rndTimeTot', '1.41']
['rnd', 1, 'fold', 2, 'lvl', 'fine', 'rndTimeTot', '1.58']
['rnd', 1, 'fold', 3, 'lvl', 'fine', 'rndTimeTot', '1.54']
['rnd', 1, 'fold', 4, 'lvl', 'fine', 'rndTimeTot', '1.66']
['rnd', 1, 'fold', 5, 'lvl', 'fine', 'rndTimeTot', '1.77']
['rnd', 1, 'fold', 6, 'lvl', 'fine', 'rndTimeTot', '1.69']
['rnd', 1, 'fold', 7, 'lvl', 'fine', 'rndTimeTot', '1.54']
['rnd', 1, 'fold', 8, 'lvl', 'fine', 'rndTimeTot', '1.49']
['rnd', 1, 'fold', 10, 'lvl', 'fine', 'rndTimeTot', '1.61']
['rnd', 1, 'fold', 1, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 2, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 3, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 4, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 5, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 6, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 7, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 8, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 1, 'fold', 10, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['Total Time:', '0hr 0m 40.16sec']
['Total Time:', '0hr 0m 40.43sec']
['Total Time:', '0hr 0m 40.07sec']
['Total Time:', '0hr 0m 44.03sec']
['Total Time:', '0hr 0m 40.66sec']
['Total Time:', '0hr 0m 43.16sec']
['Total Time:', '0hr 0m 42.52sec']
['Total Time:', '0hr 0m 43.50sec']
['Total Time:', '0hr 0m 43.20sec']
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'conf', 1880, 34]
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'conf', 1883, 31]
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'conf', 1880, 34]
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'conf', 1877, 37]
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'conf', 1886, 28]
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'conf', 1881, 33]
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'conf', 1877, 36]
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'conf', 1892, 21]
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'conf', 1893, 20]
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'conf', 77, 19]
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'conf', 86, 10]
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'conf', 83, 13]
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'conf', 88, 8]
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'conf', 82, 14]
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'conf', 84, 12]
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'conf', 82, 15]
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'conf', 89, 8]
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'conf', 88, 8]
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'acc', 0.94477611940298512, 'f1', 0.25503355704697983]
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.145985401459854]
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.18181818181818182]
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'acc', 0.93781094527363185, 'f1', 0.11347517730496454]
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'acc', 0.94527363184079605, 'f1', 0.20289855072463769]
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'acc', 0.94179104477611941, 'f1', 0.1702127659574468]
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'acc', 0.94129353233830848, 'f1', 0.20270270270270271]
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'acc', 0.94527363184079605, 'f1', 0.12698412698412698]
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'acc', 0.94624191139870584, 'f1', 0.12903225806451613]
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'pr', 0.81167621529151801, 'roc', 0.81841039707419017]
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'pr', 0.75847123346306888, 'roc', 0.76968499651689293]
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'pr', 0.80767257106597656, 'roc', 0.82629092650644387]
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'pr', 0.70972450840999091, 'roc', 0.73761320097526994]
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'pr', 0.78723799537264882, 'roc', 0.78886385405781956]
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'pr', 0.768596932631471, 'roc', 0.78111938349007304]
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'pr', 0.77806322039816167, 'roc', 0.7891987001578995]
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'pr', 0.7234511719235065, 'roc', 0.74888042207144812]
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'pr', 0.75403866170610345, 'roc', 0.75718494075623022]
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'rndTime', '1.13']
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'rndTime', '1.27']
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'rndTime', '1.22']
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'rndTime', '1.35']
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'rndTime', '1.36']
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'rndTime', '1.55']
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'rndTime', '1.16']
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'rndTime', '1.2']
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'rndTime', '1.34']
['rnd', 2, 'fold', 1, 'lvl', 'fine', 'rndTimeTot', '1.35']
['rnd', 2, 'fold', 2, 'lvl', 'fine', 'rndTimeTot', '1.51']
['rnd', 2, 'fold', 3, 'lvl', 'fine', 'rndTimeTot', '1.45']
['rnd', 2, 'fold', 4, 'lvl', 'fine', 'rndTimeTot', '1.6']
['rnd', 2, 'fold', 5, 'lvl', 'fine', 'rndTimeTot', '1.63']
['rnd', 2, 'fold', 6, 'lvl', 'fine', 'rndTimeTot', '1.82']
['rnd', 2, 'fold', 7, 'lvl', 'fine', 'rndTimeTot', '1.39']
['rnd', 2, 'fold', 8, 'lvl', 'fine', 'rndTimeTot', '1.42']
['rnd', 2, 'fold', 10, 'lvl', 'fine', 'rndTimeTot', '1.59']
['rnd', 2, 'fold', 1, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 2, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 3, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 4, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 5, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 6, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 7, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 8, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['rnd', 2, 'fold', 10, 'lvl', 'fine', (0, 952), (1, 10), (2, 11), (3, 16), (4, 11), (5, 10), (6, 10), (7, 10), (8, 10), ('tot', 1040)]
['Total Time:', '0hr 0m 41.51sec']
['Total Time:', '0hr 0m 41.94sec']
['Total Time:', '0hr 0m 41.52sec']
['Total Time:', '0hr 0m 45.63sec']
['Total Time:', '0hr 0m 42.29sec']
['Total Time:', '0hr 0m 44.98sec']
['Total Time:', '0hr 0m 43.94sec']
['Total Time:', '0hr 0m 44.92sec']
['Total Time:', '0hr 0m 44.79sec']
['rnd', 3, 'fold', 1, 'lvl', 'fine', 'conf', 1883, 31]
['rnd', 3, 'fold', 2, 'lvl', 'fine', 'conf', 1884, 30]
['rnd', 3, 'fold', 3, 'lvl', 'fine', 'conf', 1883, 31]
['rnd', 3, 'fold', 4, 'lvl', 'fine', 'conf', 1883, 31]
['rnd', 3, 'fold', 5, 'lvl', 'fine', 'conf', 1891, 23]
['rnd', 3, 'fold', 6, 'lvl', 'fine', 'conf', 1889, 25]
['rnd', 3, 'fold', 7, 'lvl', 'fine', 'conf', 1883, 30]
['rnd', 3, 'fold', 8, 'lvl', 'fine', 'conf', 1893, 20]
['rnd', 3, 'fold', 10, 'lvl', 'fine', 'conf', 1893, 20]
